title,artist,rank,genre,year
All My Love,Cash Cash Featuring Conor Maynard,74,pop,2017
Tired,Alan Walker Featuring Gavin James,75,pop,2017
Sexual,NEIKED Featuring Dyo,76,pop,2017
Nova,Ahrix,77,pop,2017
Line Of Sight,ODESZA Featuring WYNNE & Mansionair,78,pop,2017
High And Low,Empire Of The Sun,79,pop,2017
Dynamite,Nause Featuring Pretty Sister,80,pop,2017
This Girl,Kungs vs Cookin' On 3 Burners,81,pop,2017
Find Me,Marshmello,82,pop,2017
I Miss You,Grey Featuring Bahari,83,pop,2017
Bloodstream,The Chainsmokers,84,pop,2017
Feels Great,Cheat Codes Featuring Fetty Wap & CVBZ,85,pop,2017
Came Here For Love,Sigala. & Ella Eyre,86,pop,2017
It Won't Kill Ya,The Chainsmokers Featuring Louane,87,pop,2017
Prayers Up,Calvin Harris Featuring Travis Scott & A-Trak,88,pop,2017
Love On Me,Galantis & Hook N Sling,89,pop,2017
Hunter,Galantis,90,pop,2017
Don't Say,The Chainsmokers Featuring Emily Warren,91,pop,2017
Telephone,Lady Gaga Featuring Beyonce,92,pop,2017
Higher Ground,ODESZA Featuring Naomi Wild,93,pop,2017
Last Day Alive,The Chainsmokers Featuring Florida Georgia Line,94,pop,2017
Phone Down,Lost Kings Featuring Emily Warren,95,pop,2017
Find Me,Sigma Featuring Birdy,96,pop,2017
Say Less,Dillon Francis Featuring G-Eazy,97,pop,2017
Trouble,R3HAB Featuring Verite,98,pop,2017
Creatures Of The Night,Hardwell & Austin Mahone,99,pop,2017
Take My Breath Away,Alesso,100,pop,2017
The Middle,"Zedd, Maren Morris & Grey",1,pop,2018
Wolves,Selena Gomez X Marshmello,2,pop,2018
Something Just Like This,The Chainsmokers & Coldplay,3,pop,2018
One Kiss,Calvin Harris & Dua Lipa,4,pop,2018
Silence,Marshmello Featuring Khalid,5,pop,2018
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,6,pop,2018
Happier,Marshmello & Bastille,7,pop,2018
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,8,pop,2018
Solo,Clean Bandit Featuring Demi Lovato,9,pop,2018
Remind Me To Forget,Kygo Featuring Miguel,10,pop,2018
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",11,pop,2018
Stay,Zedd & Alessia Cara,12,pop,2018
No Promises,Cheat Codes Featuring Demi Lovato,13,pop,2018
Promises,Calvin Harris & Sam Smith,14,pop,2018
I Miss You,Clean Bandit Featuring Julia Michaels,15,pop,2018
Ocean,Martin Garrix Featuring Khalid,16,pop,2018
Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",17,pop,2018
Rise,Jonas Blue Featuring Jack & Jack,18,pop,2018
Body,Loud Luxury Featuring Brando,19,pop,2018
It Ain't Me,Kygo x Selena Gomez,20,pop,2018
Side Effects,The Chainsmokers Featuring Emily Warren,21,pop,2018
Happy Now,Zedd & Elley Duhe,22,pop,2018
Born To Be Yours,Kygo & Imagine Dragons,23,pop,2018
Electricity,Silk City x Dua Lipa,24,pop,2018
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,25,pop,2018
Feels Great,Cheat Codes Featuring Fetty Wap & CVBZ,26,pop,2018
Somebody,The Chainsmokers & Drew Love,27,pop,2018
Flames,David Guetta & Sia,28,pop,2018
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,29,pop,2018
Goodbye,Jason Derulo X David Guetta Featuring Nicki Minaj & Willy William,30,pop,2018
Mad Love,Sean Paul + David Guetta Featuring Becky G,31,pop,2018
Don't Leave Me Alone,David Guetta Featuring Anne-Marie,32,pop,2018
Like I Do,"David Guetta, Martin Garrix & Brooks",33,pop,2018
In My Mind,Dynoro & Gigi D'Agostino,34,pop,2018
Finest Hour,Cash Cash Featuring Abir,35,pop,2018
So Far Away,Martin Garrix & David Guetta Featuring Jamie Scott & Romy Dya,36,pop,2018
Everybody Hates Me,The Chainsmokers,37,pop,2018
Better Not,Louis The Child Featuring Wafia,38,pop,2018
Miss You,"Cashmere Cat, Major Lazer & Tory Lanez",39,pop,2018
Tie Me Down,Gryffin With Elley Duhe,40,pop,2018
All Falls Down,"Alan Walker, Noah Cyrus & Digital Farm Animals",41,pop,2018
Lonely Together,Avicii Featuring Rita Ora,42,pop,2018
Stargazing,Kygo Featuring Justin Jesso,43,pop,2018
Get It Right,Diplo Featuring MO,44,pop,2018
Only You,Cheat Codes & Little Mix,45,pop,2018
A Different Way,DJ Snake Featuring Lauv,46,pop,2018
Fly,Marshmello Featuring Leah Culver,47,pop,2018
Darkside,Alan Walker Featuring Au/Ra & Tomine Harket,48,pop,2018
Wake Me Up!,Avicii,49,pop,2018
Breathe,Jax Jones Featuring Ina Wroldsen,50,pop,2018
Boom,"Tiesto, Gucci Mane & Sevenn",51,pop,2018
Azukita,"Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo",52,pop,2018
Alien,Sabrina Carpenter & Jonas Blue,53,pop,2018
High On Life,Martin Garrix Featuring Bonn,54,pop,2018
If You're Over Me,Years & Years,55,pop,2018
Stranger Things,Kygo Featuring OneRepublic,56,pop,2018
Dreamer,Axwell & Ingrosso Featuring Trevor Guthrie,57,pop,2018
Levels,Avicii,58,pop,2018
Magenta Riddim,DJ Snake,59,pop,2018
Dirty Sexy Money,David Guetta & Afrojack Featuring Charli XCX And French Montana,60,pop,2018
Ride Or Die,The Knocks Featuring Foster The People,61,pop,2018
Remedy,Alesso,62,pop,2018
Without You,Avicii Featuring Sandro Cavazza,63,pop,2018
Whenever,Kris Kross Amsterdam x The Boy Next Door Featuring Conor Maynard,64,pop,2018
I Wanna Know,RL Grime Featuring Daya,65,pop,2018
All Night,Steve Aoki & Lauren Jauregui,66,pop,2018
Panic Room,Au/Ra & CamelPhat,67,pop,2018
Waste It On Me,Steve Aoki Featuring BTS,68,pop,2018
IDWK,DVBBS X Blackbear,69,pop,2018
Right Now,Nick Jonas vs Robin Schulz,70,pop,2018
17,MK,71,pop,2018
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",72,pop,2018
Wait,Chantel Jeffries Featuring Offset & Vory,73,pop,2018
Lullaby,Sigala. & Paloma Faith,74,pop,2018
Hold On Tight,R3HAB x Conor Maynard,75,pop,2018
Cola,CamelPhat & Elderbrook,76,pop,2018
Blocks,Marshmello,77,pop,2018
Toy,Netta,78,pop,2018
Take Her Place,Don Diablo Featuring A R I Z O N A,79,pop,2018
Take You Down,ILLENIUM,80,pop,2018
First Love,Lost Kings Featuring Sabrina Carpenter,81,pop,2018
High,Whethan & Dua Lipa,82,pop,2018
The Spectre,Alan Walker,83,pop,2018
Love No More,Loud Luxury x Anders,84,pop,2018
Nobody Compares To You,Gryffin Featuring Katie Pearlman,85,pop,2018
Jaleo,Nicky Jam & Steve Aoki,86,pop,2018
Pretender,Steve Aoki Featuring Lil Yachty & AJR,87,pop,2018
Lie,Shallou Featuring RIAH,88,pop,2018
Dancing Alone,Axwell & Ingrosso Featuring Romans,89,pop,2018
When We Were Young,Lost Kings Featuring Norma Jean Martine,90,pop,2018
Say My Name,"David Guetta, Bebe Rexha & J Balvin",91,pop,2018
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,92,pop,2018
Hearts Ain't Gonna Lie,Arlissa & Jonas Blue,93,pop,2018
Hey Brother,Avicii,94,pop,2018
Nuh Ready Nuh Ready,Calvin Harris Featuring PARTYNEXTDOOR,95,pop,2018
Let Me Live,Rudimental & Major Lazer Featuring Anne-Marie & Mr. Eazi,96,pop,2018
Polaroid,"Jonas Blue, Liam Payne & Lennon Stella",97,pop,2018
Monophobia,deadmau5 Featuring Rob Swire,98,pop,2018
Falls,ODESZA Featuring Sasha Sloan,99,pop,2018
High,Alison Wonderland Featuring Trippie Redd,100,pop,2018
Happier,Marshmello & Bastille,1,pop,2019
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2,pop,2019
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,3,pop,2019
Here With Me,Marshmello Featuring CHVRCHES,4,pop,2019
The Middle,"Zedd, Maren Morris & Grey",5,pop,2019
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,6,pop,2019
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,7,pop,2019
Call You Mine,The Chainsmokers & Bebe Rexha,8,pop,2019
Higher Love,Kygo X Whitney Houston,9,pop,2019
Good Things Fall Apart,ILLENIUM & Jon Bellion,10,pop,2019
Lost In The Fire,Gesaffelstein & The Weeknd,11,pop,2019
SOS,Avicii Featuring Aloe Blacc,12,pop,2019
Electricity,Silk City x Dua Lipa,13,pop,2019
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,14,pop,2019
Post Malone,Sam Feldt Featuring RANI,15,pop,2019
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,16,pop,2019
Body,Loud Luxury Featuring Brando,17,pop,2019
365,Zedd & Katy Perry,18,pop,2019
On My Way,"Alan Walker, Sabrina Carpenter & Farruko",19,pop,2019
Piece Of Your Heart,Meduza Featuring GOODBOYS,20,pop,2019
Giant,Calvin Harris & Rag'n'Bone Man,21,pop,2019
Ride It.,Regard,22,pop,2019
Hope,The Chainsmokers Featuring Winona Oak,23,pop,2019
So Close,NOTD & Felix Jaehn Featuring Georgia Ku & Captain Cuts,24,pop,2019
I Found You,benny blanco & Calvin Harris,25,pop,2019
One Kiss,Calvin Harris & Dua Lipa,26,pop,2019
Promises,Calvin Harris & Sam Smith,27,pop,2019
Carry On,Kygo & Rita Ora,28,pop,2019
Lily,"Alan Walker, K-391 & Emelie Hollow",29,pop,2019
Heaven,Avicii,30,pop,2019
WTF,HUGEL Featuring Amber Van Day,31,pop,2019
Darkside,Alan Walker Featuring Au/Ra & Tomine Harket,32,pop,2019
Waste It On Me,Steve Aoki Featuring BTS,33,pop,2019
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,34,pop,2019
Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,35,pop,2019
Rescue Me,Marshmello Featuring A Day To Remember,36,pop,2019
Crab Rave,Noisestorm,37,pop,2019
Happy Now,Kygo Featuring Sandro Cavazza,38,pop,2019
Say My Name,"David Guetta, Bebe Rexha & J Balvin",39,pop,2019
Ritual,"Tiesto, Jonas Blue & Rita Ora",40,pop,2019
Que Calor,Major Lazer & J Balvin Featuring El Alfa,41,pop,2019
Alone,Marshmello,42,pop,2019
Mile High,James Blake Featuring Metro Boomin & Travis Scott,43,pop,2019
Think About You,Kygo Featuring Valerie Broussard,44,pop,2019
Toy,Netta,45,pop,2019
With You,Kaskade & Meghan Trainor,46,pop,2019
Bones,Galantis Featuring OneRepublic,47,pop,2019
Not Ok,Kygo & Chelsea Cutler,48,pop,2019
Face My Fears,Hikaru Utada & Skrillex,49,pop,2019
Beach House,The Chainsmokers,50,pop,2019
Polaroid,"Jonas Blue, Liam Payne & Lennon Stella",51,pop,2019
All You Need To Know,Gryffin And SLANDER Featuring Calle Lehmann,52,pop,2019
Baby,Clean Bandit Featuring Marina And The Diamonds & Luis Fonsi,53,pop,2019
I'm Not Alright,Loud Luxury & Bryce Vine,54,pop,2019
What I Like About You,Jonas Blue Featuring Theresa Rex,55,pop,2019
All Day And Night,"Jax Jones, Martin Solveig & Madison Beer",56,pop,2019
In My Mind,Dynoro & Gigi D'Agostino,57,pop,2019
Happy Now,Zedd & Elley Duhe,58,pop,2019
All Around The World (La La La),R3HAB & A Touch Of Class,59,pop,2019
UCLA,RL Grime Featuring 24hrs,60,pop,2019
Jaleo,Nicky Jam & Steve Aoki,61,pop,2019
No Sleep,Martin Garrix Featuring Bonn,62,pop,2019
Tie Me Down,Gryffin With Elley Duhe,63,pop,2019
Don't Leave Me Alone,David Guetta Featuring Anne-Marie,64,pop,2019
"Nails, Hair, Hips, Heels",Todrick Hall,65,pop,2019
Together,Marshmello,66,pop,2019
Chasing Colors,Marshmello x Ookay Featuring Noah Cyrus,67,pop,2019
Remember,Gryffin With Zohara,68,pop,2019
You Little Beauty,FISHER,69,pop,2019
Stay (Don't Go Away),David Guetta Featuring Raye,70,pop,2019
Check This Out,Marshmello,71,pop,2019
In Your Arms,ILLENIUM &  X Ambassadors,72,pop,2019
Mama,Clean Bandit Featuring Ellie Goulding,73,pop,2019
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,74,pop,2019
Fly,Marshmello Featuring Leah Culver,75,pop,2019
Catchy Song,Dillon Francis Featuring T-Pain & That Girl Lay Lay,76,pop,2019
OMG,Gryffin And Carly Rae Jepsen,77,pop,2019
Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros & Natti Natasha",78,pop,2019
Goodbye,Jason Derulo X David Guetta Featuring Nicki Minaj & Willy William,79,pop,2019
Tough Love,Avicii Featuring Agnes & Vargas & Lagola,80,pop,2019
Ocean,Martin Garrix Featuring Khalid,81,pop,2019
Better When You're Gone,"David Guetta, Brooks & Loote",82,pop,2019
Harder,Jax Jones & Bebe Rexha,83,pop,2019
GOMF,DVBBS Featuring BRIDGE,84,pop,2019
Moving On,Marshmello,85,pop,2019
Proud,Marshmello,86,pop,2019
Wish You Well,Sigala. & Becky Hill,87,pop,2019
Back Down,Bob Moses,88,pop,2019
Don't Kill My High,Lost Kings Featuring Wiz Khalifa & Social House,89,pop,2019
Losing It,FISHER,90,pop,2019
Selfish,Dimitri Vegas & Like Mike & Era Istrefi,91,pop,2019
Speechless,Robin Schulz Featuring Erika Sirola,92,pop,2019
I'm Not Alone 2019,Calvin Harris,93,pop,2019
Diamond Heart,Alan Walker & Sophia Somajo,94,pop,2019
Go Slow,Gorgon City & Kaskade Featuring Romeo,95,pop,2019
Treat You Better,RUFUS DU SOL,96,pop,2019
Nobody,Martin Jensen & James Arthur,97,pop,2019
Remedy,Alesso,98,pop,2019
Crashing,ILLENIUM Featuring Bahari,99,pop,2019
Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign",100,pop,2019
Roses (Imanbek Remix),SAINt JHN,1,pop,2020
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2,pop,2020
Rain On Me,Lady Gaga & Ariana Grande,3,pop,2020
ily,Surf Mesa Featuring Emilee,4,pop,2020
Happier,Marshmello & Bastille,5,pop,2020
Stupid Love,Lady Gaga,6,pop,2020
Ride It.,Regard,7,pop,2020
Breaking Me,Topic & A7S,8,pop,2020
Higher Love,Kygo X Whitney Houston,9,pop,2020
Lose Somebody,Kygo & OneRepublic,10,pop,2020
Post Malone,Sam Feldt Featuring RANI,11,pop,2020
Good Things Fall Apart,ILLENIUM & Jon Bellion,12,pop,2020
Head & Heart,Joel Corry X MNEK,13,pop,2020
OK Not To Be OK,Marshmello & Demi Lovato,14,pop,2020
Lose Control,Meduza x Becky Hill x GOODBOYS,15,pop,2020
Sour Candy,Lady Gaga & BLACKPINK,16,pop,2020
Que Calor,Major Lazer & J Balvin Featuring El Alfa,17,pop,2020
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,18,pop,2020
Secrets,Regard & RAYE,19,pop,2020
Funny,Zedd & Jasmine Thompson,20,pop,2020
LMK,Lil XXEL,21,pop,2020
I'll Wait,Kygo & Sasha Sloan,22,pop,2020
Lay Your Head On Me,Major Lazer Featuring Marcus Mumford,23,pop,2020
Like It Is,"Kygo, Zara Larsson & Tyga",24,pop,2020
Midnight,Alesso & Liam Payne,25,pop,2020
Family,The Chainsmokers With Kygo,26,pop,2020
911,Lady Gaga,27,pop,2020
Faith,Galantis & Dolly Parton Featuring Mr. Probz,28,pop,2020
Cono,Jason Derulo X Puri X Jhorrmountain Or X Adje,29,pop,2020
Nightlight,ILLENIUM,30,pop,2020
GRiZtronics,GRiZ & Subtronics,31,pop,2020
Free Woman,Lady Gaga,32,pop,2020
Freedom,Kygo Featuring Zak Abel,33,pop,2020
I Feel Love,Sam Smith,34,pop,2020
Jerusalema,Master KG Featuring Burna Boy & Nomcebo Zikode,35,pop,2020
Alice,Lady Gaga,36,pop,2020
What's Love Got To Do With It,Kygo x Tina Turner,37,pop,2020
The Difference,Flume Featuring Toro y Moi,38,pop,2020
Used To Love,Martin Garrix & Dean Lewis,39,pop,2020
Levitating,Dua Lipa,40,pop,2020
Someone Else,REZZ x Grabbitz,41,pop,2020
Body Back,Gryffin Featuring Maia Wright,42,pop,2020
Astronomia,Vicetone & Tony Igy,43,pop,2020
Broken Glass,Kygo & Kim Petras,44,pop,2020
Turn Me On,Riton X Oliver Heldens Featuring Vula,45,pop,2020
Little Things,"Louis The Child, Quinn XCII & Chelsea Cutler",46,pop,2020
"Alone, Pt. II",Alan Walker & Ava Max,47,pop,2020
Tick Tock,Clean Bandit & Mabel Featuring 24kGoldn,48,pop,2020
Such A Whore,JVLA,49,pop,2020
Purple Hat,Sofi Tukker,50,pop,2020
In Your Eyes,Robin Schulz Featuring Alida,51,pop,2020
Sad,Rasster,52,pop,2020
Replay,Lady Gaga,53,pop,2020
Forever Yours (Tribute),Kygo With Avicii & Sandro Cavazza,54,pop,2020
Sine From Above,Lady Gaga & Elton John,55,pop,2020
I'm Not Alright,Loud Luxury & Bryce Vine,56,pop,2020
God Is A Dancer,Tiesto & Mabel,57,pop,2020
Fire For You,Cannons,58,pop,2020
Looking For Me,"Paul Woolford, Diplo & Kareen Lomax",59,pop,2020
Fun Tonight,Lady Gaga,60,pop,2020
Baila Conmigo,Jennifer Lopez,61,pop,2020
Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,62,pop,2020
Only A Fool,Galantis x Ship Wrek x Pink Sweat$,63,pop,2020
Plastic Doll,Lady Gaga,64,pop,2020
In Your Arms,ILLENIUM &  X Ambassadors,65,pop,2020
Aftertaste,Loud Luxury Featuring Morgan St. Jean,66,pop,2020
Enigma,Lady Gaga,67,pop,2020
Drown,Martin Garrix Featuring Clinton Kane,68,pop,2020
Tinted Eyes,"DVBBS, blackbear & 24kGold",69,pop,2020
Babylon,Lady Gaga,70,pop,2020
Need Your Love,"Gryffin, Seven Lions & Noah Kahan",71,pop,2020
Free,Louis The Child With Drew Love,72,pop,2020
On My Mind,Diplo & SIDEPIECE,73,pop,2020
Lonely,Joel Corry,74,pop,2020
Rushing Back,Flume Featuring Vera Blue,75,pop,2020
This Is Real,Jax Jones & Ella Henderson,76,pop,2020
Addict,Silva Hound Featuring Michael Kovach And Chi-Chi,77,pop,2020
Feel Something,"ILLENIUM, Excision & I Prevail",78,pop,2020
Let's Love,David Guetta & Sia,79,pop,2020
Call You Mine,The Chainsmokers & Bebe Rexha,80,pop,2020
Cry,Gryffin & John Martin,81,pop,2020
1000 Doves,Lady Gaga,82,pop,2020
Hot Stuff,Kygo x Donna Summer,83,pop,2020
Lasting Lover,Sigala. & James Arthur,84,pop,2020
Pomegranate,deadmau5 & The Neptunes,85,pop,2020
Someday,Kygo & Zac Brown,86,pop,2020
The Truth,Kygo & Valerie Broussard,87,pop,2020
On The Floor,Jennifer Lopez Featuring Pitbull,88,pop,2020
Higher Ground,Martin Garrix Featuring John Martin,89,pop,2020
I Luv U,Sofia Carson & R3HAB,90,pop,2020
Trouble,VASSY,91,pop,2020
Why Do You Lie To Me,Topic X A7S Featuring Lil Baby,92,pop,2020
You Broke My Heart Again,Teqkoi & Aiko,93,pop,2020
The Business,Tiesto,94,pop,2020
Get Your Wish,Porter Robinson,95,pop,2020
Wanted,NOTD x Daya,96,pop,2020
Lovefool,twocolors,97,pop,2020
Oh My Gawd,Mr Eazi X Major Lazer Featuring Nicki Minaj & K4mo,98,pop,2020
Birthday,"Disclosure, Kehlani & Syd",99,pop,2020
Falling In Love,Dennis Kruissen Featuring Andrew Langston,100,pop,2020
Goosebumps,Travis Scott & HVME,1,pop,2021
Roses (Imanbek Remix),SAINt JHN,2,pop,2021
The Business,Tiesto,3,pop,2021
ily,Surf Mesa Featuring Emilee,4,pop,2021
Pepas,Farruko,5,pop,2021
You,Regard x Troye Sivan x Tate McRae,6,pop,2021
Rain On Me,Lady Gaga & Ariana Grande,7,pop,2021
Cold Heart (PNAU Remix),Elton John & Dua Lipa,8,pop,2021
Head & Heart,Joel Corry X MNEK,9,pop,2021
In Da Getto,J Balvin & Skrillex,10,pop,2021
Paradise,Meduza & Dermot Kennedy,11,pop,2021
Friday,Riton X Nightcrawlers Featuring Mufasa & Hypeman,12,pop,2021
Heartbreak Anthem,"Galantis, David Guetta & Little Mix",13,pop,2021
Bed,Joel Corry X RAYE X David Guetta,14,pop,2021
Don't Be Shy,Tiesto & Karol G,15,pop,2021
Lasting Lover,Sigala. & James Arthur,16,pop,2021
Love Tonight,Shouse,17,pop,2021
Your Love (9PM),ATB x Topic x A7S,18,pop,2021
Breaking Me,Topic & A7S,19,pop,2021
Lose Somebody,Kygo & OneRepublic,20,pop,2021
By Your Side,Calvin Harris Featuring Tom Grennan,21,pop,2021
Hate You + Love You,Cheat Codes & AJ Mitchell,22,pop,2021
OK Not To Be OK,Marshmello & Demi Lovato,23,pop,2021
You Are My High,DJ Snake,24,pop,2021
Selfish Love,DJ Snake & Selena Gomez,25,pop,2021
Moth To A Flame,Swedish House Mafia & The Weeknd,26,pop,2021
Higher,Clean Bandit Featuring iann dior,27,pop,2021
Used To Be,Steve Aoki & Kiiara Featuring Wiz Khalifa,28,pop,2021
Jenny (I Wanna Ruin Our Friendship),Studio Killers,29,pop,2021
Rasputin,Majestic X Boney M.,30,pop,2021
Out Out,"Joel Corry, Jax Jones, Charli XCX & Saweetie",31,pop,2021
Chasing Stars,"Alesso, Marshmello & James Bay",32,pop,2021
Sideways,"ILLENIUM, Valerie Broussard & Nurko",33,pop,2021
Nightlight,ILLENIUM,34,pop,2021
Where Are You Now,Lost Frequencies & Calum Scott,35,pop,2021
Remember,Becky Hill & David Guetta,36,pop,2021
Goodbye,Imanbek & Goodboys,37,pop,2021
En Mi Cuarto,Jhay Cortez & Skrillex,38,pop,2021
Lifetime,Swedish House Mafia Featuring Ty Dolla $ign & 070 Shake,39,pop,2021
Dandelion,Galantis & JVKE,40,pop,2021
Nobody,NOTD & Catello,41,pop,2021
Pressure,Martin Garrix Featuring Tove Lo,42,pop,2021
El Incomprendido,"Farruko, Victor Cardenas & DJ Adoni",43,pop,2021
Too Much,Marshmello & Imanbek Featuring Usher,44,pop,2021
Tick Tock,Clean Bandit & Mabel Featuring 24kGoldn,45,pop,2021
Going Dumb,"Alesso, CORSAK & Stray Kids",46,pop,2021
More Than A Woman,Bee Gees,47,pop,2021
Safe With Me,Gryffin & Audrey Mika,48,pop,2021
Love Me Now,Kygo Featuring Zoe Wees,49,pop,2021
Hearts On Fire,"ILLENIUM, Dabin & Lights",50,pop,2021
Stronger,Sam Feldt Featuring Kesha,51,pop,2021
Sweet Dreams,Alan Walker & Imanbek,52,pop,2021
Fire For You,Cannons,53,pop,2021
Blame Myself,ILLENIUM & Tori Kelly,54,pop,2021
Floating Through Space,Sia X David Guetta,55,pop,2021
Opportunities (Let's Make Lots Of Money),Pet Shop Boys,56,pop,2021
Wasted Love,Ofenbach Featuring Lagique,57,pop,2021
Lean On Me,Cheat Codes & Tinashe,58,pop,2021
Turn Back Time,Diplo + Sonny Fodera,59,pop,2021
You For Me,Sigala. x Rita Ora,60,pop,2021
Lovefool,twocolors,61,pop,2021
Big,Rita Ora x David Guetta x Imanbek Featuring Gunna,62,pop,2021
Chain My Heart,Topic X Bebe Rexha,63,pop,2021
All About You,The Knocks Featuring Foster The People,64,pop,2021
Hear Me Say,Jonas Blue & LEON,65,pop,2021
I Feel Good,Pitbull Featuring Anthony Watts & DJWS,66,pop,2021
Leave A Little Love,Alesso & Armin van Buuren,67,pop,2021
Too Late,Cash Cash Featuring Wiz Khalifa & Lukas Graham,68,pop,2021
We Are The People,Martin Garrix Featuring Bono & The Edge,69,pop,2021
Look At The Sky,Porter Robinson,70,pop,2021
Run It,"DJ Snake, Rick Ross & Rich Brian",71,pop,2021
Inside Out,Zedd & Griff,72,pop,2021
Come Back Home,Petey Martin Featuring Lauren Daigle,73,pop,2021
Funny,Zedd & Jasmine Thompson,74,pop,2021
New Love,Silk City Featuring Ellie Goulding,75,pop,2021
Believe Me,Navos,76,pop,2021
Get Lucky,Daft Punk Featuring Pharrell Williams,77,pop,2021
Do It To It,Acraze Featuring Cherish,78,pop,2021
Let's Love,David Guetta & Sia,79,pop,2021
I Miss U,Jax Jones & Au/Ra,80,pop,2021
Memories 2021,David Guetta Featuring Kid Cudi,81,pop,2021
One More Time,Daft Punk,82,pop,2021
Shockwave,Marshmello,83,pop,2021
Stayin' Alive,Bee Gees,84,pop,2021
Seven Nation Army (The Glitch Mob Remix),The White Stripes,85,pop,2021
If You Really Love Me (How Will I Know),David Guetta x MistaJam x John Newman,86,pop,2021
Deep End,John Summit,87,pop,2021
In Heat.,Hentai Xander,88,pop,2021
Stupid Feelings,220 KID & LANY,89,pop,2021
Like Gold,Loud Luxury & Frank Walker Featuring Stephen Puth,90,pop,2021
Jerusalema,Master KG Featuring Burna Boy & Nomcebo Zikode,91,pop,2021
All We Got,Robin Schulz Featuring KIDDO,92,pop,2021
SG,"DJ Snake, Ozuna, Lisa & Megan Thee Stallion",93,pop,2021
Supersonic (My Existence),"Skrillex, Noisia, josh pan & Dylan Brady",94,pop,2021
Drive,Clean Bandit x Wes Nelson x Topic,95,pop,2021
Head Shoulders Knees & Toes,Ofenbach & Quarterhead Featuring Norma Jean Martine,96,pop,2021
Next To Me,RUFUS DU SOL,97,pop,2021
Don't Play,Anne-Marie x KSI x Digital Farm Animals,98,pop,2021
Alive,RUFUS DU SOL,99,pop,2021
Real Groove,Kylie Minogue X Dua Lipa,100,pop,2021
Cold Heart (PNAU Remix),Elton John & Dua Lipa,1,pop,2022
Break My Soul,Beyonce,2,pop,2022
Pepas,Farruko,3,pop,2022
The Motto,Tiesto & Ava Max,4,pop,2022
Numb,Marshmello & Khalid,5,pop,2022
Do It To It,Acraze Featuring Cherish,6,pop,2022
I'm Good (Blue),David Guetta & Bebe Rexha,7,pop,2022
Hold Me Closer,Elton John & Britney Spears,8,pop,2022
When I'm Gone,Alesso / Katy Perry,9,pop,2022
Moth To A Flame,Swedish House Mafia & The Weeknd,10,pop,2022
Massive,Drake,11,pop,2022
"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,12,pop,2022
El Incomprendido,"Farruko, Victor Cardenas & DJ Adoni",13,pop,2022
Where Are You Now,Lost Frequencies & Calum Scott,14,pop,2022
Falling Back,Drake,15,pop,2022
Don't You Worry,"Black Eyed Peas, Shakira + David Guetta",16,pop,2022
Texts Go Green,Drake,17,pop,2022
A Keeper,Drake,18,pop,2022
Calling My Name,Drake,19,pop,2022
Don't Forget My Love,Diplo & Miguel,20,pop,2022
Nazareno,Farruko,21,pop,2022
Currents,Drake,22,pop,2022
Flight's Booked,Drake,23,pop,2022
Murder In My Mind,Kordhell,24,pop,2022
Thique,Beyonce,25,pop,2022
Summer Renaissance,Beyonce,26,pop,2022
Tell It To My Heart,Meduza Featuring Hozier,27,pop,2022
Dancing Feet,Kygo Featuring DNCE,28,pop,2022
Pure/Honey,Beyonce,29,pop,2022
I Feel Good,Pitbull Featuring Anthony Watts & DJWS,30,pop,2022
SG,"DJ Snake, Ozuna, Lisa & Megan Thee Stallion",31,pop,2022
Escape,Kx5 Featuring Hayla,32,pop,2022
Frozen,Madonna vs. Sickick,33,pop,2022
Words,Alesso & Zara Larsson,34,pop,2022
Don't Be Shy,Tiesto & Karol G,35,pop,2022
Rave,Dxrk,36,pop,2022
In Da Getto,J Balvin & Skrillex,37,pop,2022
Love Brand New,Bob Moses,38,pop,2022
Ferrari,James Hype & Miggy Dela Rosa,39,pop,2022
