title,artist,rank,genre,year
Shame,Elle King,96,pop,2018
Chlorine,twenty one pilots,97,pop,2018
Give Yourself A Try,The 1975,98,pop,2018
Immigrant Song,Led Zeppelin,99,pop,2018
The Last Of The Real Ones,Fall Out Boy,100,pop,2018
High Hopes,Panic! At The Disco,1,pop,2019
"Hey Look Ma, I Made It",Panic! At The Disco,2,pop,2019
Natural,Imagine Dragons,3,pop,2019
Broken,lovelytheband,4,pop,2019
Bad Liar,Imagine Dragons,5,pop,2019
Chlorine,twenty one pilots,6,pop,2019
Bohemian Rhapsody,Queen,7,pop,2019
I Think I'm OKAY,Machine Gun Kelly X YUNGBLUD X Travis Barker,8,pop,2019
100 Bad Days,AJR,9,pop,2019
Gloria,The Lumineers,10,pop,2019
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",11,pop,2019
Ready To Let Go,Cage The Elephant,12,pop,2019
Shotgun,George Ezra,13,pop,2019
My Blood,twenty one pilots,14,pop,2019
Lo/Hi,The Black Keys,15,pop,2019
11 Minutes,YUNGBLUD & Halsey Featuring Travis Barker,16,pop,2019
Another One Bites The Dust,Queen,17,pop,2019
Guiding Light,Mumford & Sons,18,pop,2019
Cringe,Matt Maeson,19,pop,2019
Somebody To Love,Queen,20,pop,2019
Unsainted,Slipknot,21,pop,2019
We Will Rock You,Queen,22,pop,2019
Hurt,Oliver Tree,23,pop,2019
Superposition,Young The Giant,24,pop,2019
Don't Stop Me Now,Queen,25,pop,2019
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,26,pop,2019
You're Somebody Else,flora cash,27,pop,2019
Under Your Scars,Godsmack,28,pop,2019
Alligator,Of Monsters And Men,29,pop,2019
Almost (Sweet Music),Hozier,30,pop,2019
Under Pressure,Queen & David Bowie,31,pop,2019
Missed Connection,The Head And The Heart,32,pop,2019
The Hype,twenty one pilots,33,pop,2019
We Are The Champions,Queen,34,pop,2019
Harmony Hall,Vampire Weekend,35,pop,2019
Fear Inoculum,Tool,36,pop,2019
Killer Queen,Queen,37,pop,2019
Movement,Hozier,38,pop,2019
Monsters,Shinedown,39,pop,2019
Go,The Black Keys,40,pop,2019
Social Cues,Cage The Elephant,41,pop,2019
This Life,Vampire Weekend,42,pop,2019
Pressure,Muse,43,pop,2019
The Greatest Show,Panic! At The Disco,44,pop,2019
Longshot,Catfish And The Bottlemen,45,pop,2019
Zero,Imagine Dragons,46,pop,2019
Love It If We Made It,The 1975,47,pop,2019
S.O.S. (Sawed Off Shotgun),The Glorious Sons,48,pop,2019
Joy,Bastille,49,pop,2019
I Want To Break Free,Queen,50,pop,2019
Breaking Down,I Prevail,51,pop,2019
You're The One,Greta Van Fleet,52,pop,2019
Radio Ga Ga (Live Aid),Queen,53,pop,2019
Beloved,Mumford & Sons,54,pop,2019
Radio Ga Ga,Queen,55,pop,2019
"""99""",Barns Courtney,56,pop,2019
Borderline,Tame Impala,57,pop,2019
Fat Bottomed Girls,Queen,58,pop,2019
Get Up,Shinedown,59,pop,2019
Last Day Under The Sun,Volbeat,60,pop,2019
Crazy Little Thing Called Love,Queen,61,pop,2019
still feel.,half alive,62,pop,2019
Remember When,Bad Wolves,63,pop,2019
Dance Macabre,Ghost,64,pop,2019
Outnumbered,Dermot Kennedy,65,pop,2019
Father Of All...,Green Day,66,pop,2019
Power Over Me,Dermot Kennedy,67,pop,2019
Peer Pressure,James Bay Featuring Julia Michaels,68,pop,2019
I Guess I Just Feel Like,John Mayer,69,pop,2019
16,Highly Suspect,70,pop,2019
Worst Nites,Foster The People,71,pop,2019
Home,morgxn Featuring WALK THE MOON,72,pop,2019
Hammer To Fall (Live Aid),Queen,73,pop,2019
Blame It On My Youth,Blink-182,74,pop,2019
Patience,Tame Impala,75,pop,2019
Are You Bored Yet?,Wallows Featuring Clairo,76,pop,2019
When Legends Rise,Godsmack,77,pop,2019
Forgive Me Friend,Smith & Thell Featuring Swedish Jam Factory,78,pop,2019
Machine,Imagine Dragons,79,pop,2019
It's Not Living (If It's Not With You),The 1975,80,pop,2019
Prom Queen,Beach Bunny,81,pop,2019
When The Seasons Change,Five Finger Death Punch,82,pop,2019
The End Of The Game,Weezer,83,pop,2019
When Am I Gonna Lose You,Local Natives,84,pop,2019
Northern Lights,Death Cab For Cutie,85,pop,2019
We Are The Champions (Live Aid),Queen,86,pop,2019
Miracle Man,Oliver Tree,87,pop,2019
You'll Never Find Me,Korn,88,pop,2019
All Out Life,Slipknot,89,pop,2019
Body Talks,The Struts,90,pop,2019
A Reason To Fight,Disturbed,91,pop,2019
Why Did You Run?,Judah & The Lion,92,pop,2019
Are You Ready,Disturbed,93,pop,2019
Carry Me Away,John Mayer,94,pop,2019
Pneuma,Tool,95,pop,2019
10/10,Rex Orange County,96,pop,2019
Solway Firth,Slipknot,97,pop,2019
Orphans,Coldplay,98,pop,2019
Legendary,Skillet,99,pop,2019
Dear Future Self (Hands Up),Fall Out Boy Featuring Wyclef Jean,100,pop,2019
Mood,24kGoldn Featuring iann dior,1,pop,2020
Come & Go,Juice WRLD x Marshmello,2,pop,2020
High Hopes,Panic! At The Disco,3,pop,2020
Bang!,AJR,4,pop,2020
Death Bed,Powfu Featuring beabadoobee,5,pop,2020
Cardigan,Taylor Swift,6,pop,2020
Level Of Concern,twenty one pilots,7,pop,2020
Supalonely,BENEE Featuring Gus Dapperton,8,pop,2020
"Hey Look Ma, I Made It",Panic! At The Disco,9,pop,2020
My Ex's Best Friend,Machine Gun Kelly X blackbear,10,pop,2020
Bloody Valentine,Machine Gun Kelly,11,pop,2020
My Future,Billie Eilish,12,pop,2020
Exile,Taylor Swift Featuring Bon Iver,13,pop,2020
Moral Of The Story,Ashe,14,pop,2020
Are You Bored Yet?,Wallows Featuring Clairo,15,pop,2020
Dance Monkey,Tones And I,16,pop,2020
Dreams,Fleetwood Mac,17,pop,2020
Can I Call You Tonight?,Dayglow,18,pop,2020
Popular Monster,Falling In Reverse,19,pop,2020
Everything I Wanted,Billie Eilish,20,pop,2020
Man Of The Year,Juice WRLD,21,pop,2020
Lost In Yesterday,Tame Impala,22,pop,2020
My Tears Ricochet,Taylor Swift,23,pop,2020
August,Taylor Swift,24,pop,2020
Hallucinogenics,Matt Maeson,25,pop,2020
City Of Angels,24kGoldn,26,pop,2020
Orphans,Coldplay,27,pop,2020
Caution,The Killers,28,pop,2020
Monsters,All Time Low Featuring blackbear,29,pop,2020
Mariposa,Peach Tree Rascals,30,pop,2020
The Hype,twenty one pilots,31,pop,2020
Gimme Love,Joji,32,pop,2020
Sick And Tired,iann dior Featuring Machine Gun Kelly & Travis Barker,33,pop,2020
Mirrorball,Taylor Swift,34,pop,2020
Honeybee,The Head And The Heart,35,pop,2020
I Just Wanna Shine,Fitz And The Tantrums,36,pop,2020
Seven,Taylor Swift,37,pop,2020
Running Up That Hill,Meg Myers,38,pop,2020
Angels & Demons,jxdn,39,pop,2020
This Is Me Trying,Taylor Swift,40,pop,2020
Under The Graveyard,Ozzy Osbourne,41,pop,2020
A Little Bit Off,Five Finger Death Punch,42,pop,2020
Forget Me Too,Machine Gun Kelly & Halsey,43,pop,2020
Inside Out,Five Finger Death Punch,44,pop,2020
Sofia,Clairo,45,pop,2020
Mad Woman,Taylor Swift,46,pop,2020
Novocaine,The Unlikely Candidates,47,pop,2020
Oh Yeah!,Green Day,48,pop,2020
Heat Waves,Glass Animals,49,pop,2020
Wolf Totem,The Hu Featuring Jacoby Shaddix,50,pop,2020
Might Be Right,White Reaper,51,pop,2020
16,Highly Suspect,52,pop,2020
Peace,Taylor Swift,53,pop,2020
Epiphany,Taylor Swift,54,pop,2020
Bad Decisions,The Strokes,55,pop,2020
Eyes Blue Like The Atlantic,Sista_Prod Featuring Subvrbs,56,pop,2020
Who Am I,NEEDTOBREATHE,57,pop,2020
Life In The City,The Lumineers,58,pop,2020
Daylight,Joji x Diplo,59,pop,2020
Black Madonna,Cage The Elephant,60,pop,2020
Your Love (Deja Vu),Glass Animals,61,pop,2020
Hoax,Taylor Swift,62,pop,2020
Let Me Down,Oliver Tree,63,pop,2020
Hero,Weezer,64,pop,2020
No Time To Die,Billie Eilish,65,pop,2020
Tongue Tied,"Marshmello, YUNGBLUD & blackbear",66,pop,2020
I Think I'm OKAY,Machine Gun Kelly X YUNGBLUD X Travis Barker,67,pop,2020
The Best,AWOLNATION,68,pop,2020
Hurricane,I Prevail,69,pop,2020
Why Are You Here,Machine Gun Kelly,70,pop,2020
Outnumbered,Dermot Kennedy,71,pop,2020
Patience,Chris Cornell,72,pop,2020
Someone To You,Banners,73,pop,2020
Nightlight,ILLENIUM,74,pop,2020
Used To Like,Neon Trees,75,pop,2020
loneliness for love,lovelytheband,76,pop,2020
Deleter,Grouplove,77,pop,2020
I Think We're Alone Now,Billie Joe Armstrong,78,pop,2020
Sober,Bad Wolves,79,pop,2020
Ordinary Man,Ozzy Osbourne Featuring Elton John,80,pop,2020
Killing Me Slowly,Bad Wolves,81,pop,2020
Overwhelmed,Royal & The Serpent,82,pop,2020
Concert For Aliens,Machine Gun Kelly,83,pop,2020
Drunk Face,Machine Gun Kelly,84,pop,2020
The Chain,Fleetwood Mac,85,pop,2020
Dance Of The Clairvoyants,Pearl Jam,86,pop,2020
Lost In The Woods,Weezer,87,pop,2020
Far Away,Breaking Benjamin Featuring Scooter Ward,88,pop,2020
If You're Too Shy (Let Me Know),The 1975,89,pop,2020
Unforgettable,Godsmack,90,pop,2020
Hell N Back,Bakar,91,pop,2020
The End Of The Game,Weezer,92,pop,2020
Atlas Falls,Shinedown,93,pop,2020
History Of Violence,Theory Of A Deadman,94,pop,2020
Shine A Little Light,The Black Keys,95,pop,2020
Breathe Deeper,Tame Impala,96,pop,2020
Me & You Together Song,The 1975,97,pop,2020
All I Know,Machine Gun Kelly Featuring Trippie Redd,98,pop,2020
Ur So cOoL,Tones And I,99,pop,2020
I Really Wish I Hated You,Blink-182,100,pop,2020
Mood,24kGoldn Featuring iann dior,1,pop,2021
Heat Waves,Glass Animals,2,pop,2021
Without You,The Kid LAROI,3,pop,2021
My Ex's Best Friend,Machine Gun Kelly X blackbear,4,pop,2021
Therefore I Am,Billie Eilish,5,pop,2021
Willow,Taylor Swift,6,pop,2021
Bang!,AJR,7,pop,2021
Beggin',Maneskin,8,pop,2021
Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,9,pop,2021
A-O-K,Tai Verdes,10,pop,2021
Happier Than Ever,Billie Eilish,11,pop,2021
Brutal,Olivia Rodrigo,12,pop,2021
Monsters,All Time Low Featuring blackbear,13,pop,2021
Way Less Sad,AJR,14,pop,2021
Follow You,Imagine Dragons,15,pop,2021
Come & Go,Juice WRLD x Marshmello,16,pop,2021
Your Power,Billie Eilish,17,pop,2021
My Universe,Coldplay x BTS,18,pop,2021
transparentsoul,Willow Featuring Travis Barker,19,pop,2021
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,20,pop,2021
Freaks,Surf Curse,21,pop,2021
Lost Cause,Billie Eilish,22,pop,2021
Champagne Problems,Taylor Swift,23,pop,2021
Higher Power,Coldplay,24,pop,2021
Saturday,twenty one pilots,25,pop,2021
I Wanna Be Your Slave,Maneskin,26,pop,2021
All My Favorite Songs,Weezer,27,pop,2021
Sofia,Clairo,28,pop,2021
Runaway,AURORA,29,pop,2021
NDA,Billie Eilish,30,pop,2021
Shy Away,twenty one pilots,31,pop,2021
Forget Me Too,Machine Gun Kelly & Halsey,32,pop,2021
Wrecked,Imagine Dragons,33,pop,2021
Dreams,Fleetwood Mac,34,pop,2021
Someone To You,Banners,35,pop,2021
Cloud 9,Beach Bunny,36,pop,2021
La Di Die,Nessa Barrett Featuring jxdn,37,pop,2021
Paralyzed,Sueco,38,pop,2021
Fly Away,Tones And I,39,pop,2021
Gold Rush,Taylor Swift,40,pop,2021
Serotonin,girl in red,41,pop,2021
Solar Power,Lorde,42,pop,2021
'Tis The Damn Season,Taylor Swift,43,pop,2021
Violent,carolesdaughter,44,pop,2021
Plastic Hearts,Miley Cyrus,45,pop,2021
Missing Piece,Vance Joy,46,pop,2021
Tolerate It,Taylor Swift,47,pop,2021
SugarCrash!,ElyOtto,48,pop,2021
"I Am Not A Woman, I'm A God",Halsey,49,pop,2021
Love Race,Machine Gun Kelly Featuring Kellin Quinn,50,pop,2021
Exile,Taylor Swift Featuring Bon Iver,51,pop,2021
I Hope Ur Miserable Until Ur Dead,Nessa Barrett,52,pop,2021
Cardigan,Taylor Swift,53,pop,2021
Ivy,Taylor Swift,54,pop,2021
Dancing In My Room,347aidan,55,pop,2021
Life Goes On,Oliver Tree,56,pop,2021
Jealous,Eyedress,57,pop,2021
Happiness,Taylor Swift,58,pop,2021
Deep End,Foushee,59,pop,2021
Fire For You,Cannons,60,pop,2021
Shame Shame,Foo Fighters,61,pop,2021
Evermore,Taylor Swift Featuring Bon Iver,62,pop,2021
Till Forever Falls Apart,Ashe & Finneas,63,pop,2021
Renegade,Big Red Machine Featuring Taylor Swift,64,pop,2021
Long Story Short,Taylor Swift,65,pop,2021
Papercuts,Machine Gun Kelly,66,pop,2021
Coney Island,Taylor Swift Featuring The National,67,pop,2021
Paparazzi,kim dracula,68,pop,2021
Edamame,bbno$ Featuring Rich Brian,69,pop,2021
Last Train Home,John Mayer,70,pop,2021
The Adults Are Talking,The Strokes,71,pop,2021
Welcome To My House,Nu Breed & Jesse Howard,72,pop,2021
Billie Bossa Nova,Billie Eilish,73,pop,2021
Daywalker!,Machine Gun Kelly & CORPSE,74,pop,2021
Skin And Bones,Cage The Elephant,75,pop,2021
Inferno,Sub Urban & Bella Poarch,76,pop,2021
Rat,Penelope Scott,77,pop,2021
Break It Off,PinkPantheress,78,pop,2021
Waiting On A War,Foo Fighters,79,pop,2021
Heading South,Zach Bryan,80,pop,2021
Believer,Imagine Dragons,81,pop,2021
Getting Older,Billie Eilish,82,pop,2021
Cowboy Like Me,Taylor Swift,83,pop,2021
Dorothea,Taylor Swift,84,pop,2021
I Didn't Change My Number,Billie Eilish,85,pop,2021
Trouble's Coming,Royal Blood,86,pop,2021
You,"benny blanco, Marshmello & Vance Joy",87,pop,2021
Colors,Black Pumas,88,pop,2021
Marjorie,Taylor Swift,89,pop,2021
Overwhelmed,Royal & The Serpent,90,pop,2021
Prom Night,Riovaz,91,pop,2021
Drugs,Tai Verdes,92,pop,2021
Oxytocin,Billie Eilish,93,pop,2021
Making A Fire,Foo Fighters,94,pop,2021
Halley's Comet,Billie Eilish,95,pop,2021
Drunk Face,Machine Gun Kelly,96,pop,2021
Bloody Valentine,Machine Gun Kelly,97,pop,2021
Heat Above,Greta Van Fleet,98,pop,2021
Lo Vas A Olvidar,Billie Eilish & ROSALIA,99,pop,2021
Damn!,Jeris Johnson,100,pop,2021
Heat Waves,Glass Animals,1,pop,2022
abcdefu,GAYLE,2,pop,2022
Enemy,Imagine Dragons X JID,3,pop,2022
Running Up That Hill (A Deal With God),Kate Bush,4,pop,2022
Sunroof,Nicky Youre & dazy,5,pop,2022
Bad Habit,Steve Lacy,6,pop,2022
Something In The Orange,Zach Bryan,7,pop,2022
Happier Than Ever,Billie Eilish,8,pop,2022
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,9,pop,2022
Son Of A Sinner,Jelly Roll,10,pop,2022
Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,11,pop,2022
Bones,Imagine Dragons,12,pop,2022
Beggin',Maneskin,13,pop,2022
Until I Found You,Stephen Sanchez,14,pop,2022
I Love You So,The Walters,15,pop,2022
My Universe,Coldplay x BTS,16,pop,2022
Tek It,Cafune,17,pop,2022
Romantic Homicide,d4vd,18,pop,2022
Toxic,BoyWithUke,19,pop,2022
World's Smallest Violin,AJR,20,pop,2022
Infinity,Jaymes Young,21,pop,2022
Master Of Puppets,Metallica,22,pop,2022
Without You,The Kid LAROI,23,pop,2022
Notion,The Rare Occasions,24,pop,2022
Life Goes On,Oliver Tree,25,pop,2022
Static,Steve Lacy,26,pop,2022
Tom's Diner,AnnenMayKantereit & Giant Rooks,27,pop,2022
Alien Blues,Vundabar,28,pop,2022
Oklahoma Smoke Show,Zach Bryan,29,pop,2022
Stick Season,Noah Kahan,30,pop,2022
Black Summer,Red Hot Chili Peppers,31,pop,2022
IDGAF,BoyWithUke X blackbear,32,pop,2022
Emo Girl,Machine Gun Kelly & WILLOW,33,pop,2022
Make Up Sex,Machine Gun Kelly X blackbear,34,pop,2022
From Austin,Zach Bryan,35,pop,2022
TV,Billie Eilish,36,pop,2022
Supermodel,Maneskin,37,pop,2022
"Sex, Drugs, Etc.",Beach Weather,38,pop,2022
Dark Red,Steve Lacy,39,pop,2022
Ay!,Machine Gun Kelly & Lil Wayne,40,pop,2022
Bite Me,Avril Lavigne,41,pop,2022
Wild Child,The Black Keys,42,pop,2022
Maybe,Machine Gun Kelly & Bring Me The Horizon,43,pop,2022
Looking Out For You,Joy Again,44,pop,2022
Sharks,Imagine Dragons,45,pop,2022
Voices In My Head,Falling In Reverse,46,pop,2022
The Rumbling,SiM,47,pop,2022
Zombified,Falling In Reverse,48,pop,2022
Die First,Nessa Barrett,49,pop,2022
Good Looking,Suki Waterhouse,50,pop,2022
Mary On A Cross,Ghost,51,pop,2022
Love It When You Hate Me,Avril Lavigne Featuring blackbear,52,pop,2022
Heavy Eyes,Zach Bryan,53,pop,2022
Sweet Child O' Mine,Guns N' Roses,54,pop,2022
Edamame,bbno$ Featuring Rich Brian,55,pop,2022
Could Have Been Me,Halsey,56,pop,2022
Heaven Help Me,Zach Williams,57,pop,2022
Sun To Me,Zach Bryan,58,pop,2022
Mercury,Steve Lacy,59,pop,2022
Sold Out,HARDY,60,pop,2022
This Side Of Paradise,Coyote Theory,61,pop,2022
"Burn, Burn, Burn",Zach Bryan,62,pop,2022
Apocalypse,Cigarettes After Sex,63,pop,2022
Hayloft II,Mother Mother,64,pop,2022
Creeps,Koe Wetzel,65,pop,2022
The 30th,Billie Eilish,66,pop,2022
Record Player,Daisy The Great X AJR,67,pop,2022
So Called Life,Three Days Grace,68,pop,2022
Something In The Way,Nirvana,69,pop,2022
505,Arctic Monkeys,70,pop,2022
Heart Of God,Zach Williams,71,pop,2022
Run Away To Mars,TALK,72,pop,2022
Hotel,Montell Fish,73,pop,2022
My Love,Florence + The Machine,74,pop,2022
Highway Boys,Zach Bryan,75,pop,2022
The Perfect Girl,Mareux,76,pop,2022
Brightside,The Lumineers,77,pop,2022
Something About You,Eyedress Featuring Dent May,78,pop,2022
Nuts,Lil Peep Featuring rainy bear,79,pop,2022
Another Love,Tom Odell,80,pop,2022
Cracker Island,Gorillaz Featuring Thundercat,81,pop,2022
Pope Is A Rockstar,SALES,82,pop,2022
Paralyzed,Sueco,83,pop,2022
Taking Me Back,Jack White,84,pop,2022
Won't Stand Down,Muse,85,pop,2022
Planet Zero,Shinedown,86,pop,2022
The Outside,twenty one pilots,87,pop,2022
Fall In Love With You.,Montell Fish,88,pop,2022
Sunshine,Steve Lacy Featuring Foushee,89,pop,2022
Ramon Ayala,Giovannie & The Hired Guns,90,pop,2022
Everlong,Foo Fighters,91,pop,2022
Where We Are,The Lumineers,92,pop,2022
Wrecked,Imagine Dragons,93,pop,2022
Daylight,Shinedown,94,pop,2022
A Little Bit Of Love,Weezer,95,pop,2022
Loser,Sueco,96,pop,2022
Separate Ways (Worlds Apart) (Bryce Miller/Alloy Tracks Remix),Journey,97,pop,2022
Cabo,Koe Wetzel,98,pop,2022
I Hope Ur Miserable Until Ur Dead,Nessa Barrett,99,pop,2022
Boy,The Killers,100,pop,2022
